codigo_comuna,id_cuarentena,semana,activos_x10mil,nuevos_x10mil,activos_comienzo,comuna,capital_regional,capital_provincial,aeropuerto,puerto,poblacion_edad_15_a_64,poblacion_edad_0_a_4,poblacion_edad_5_a_9,poblacion_edad_10_a_15,poblacion_edad_15_a_19,poblacion_edad_20_a_24,poblacion_edad_25_a_29,poblacion_edad_30_a_34,poblacion_edad_35_a_39,poblacion_edad_40_a_44,poblacion_edad_45_a_49,poblacion_edad_50_a_54,poblacion_edad_55_a_59,poblacion_edad_60_a_64,poblacion_edad_65_a_69,poblacion_edad_70_a_74,poblacion_edad_75_a_79,poblacion_edad_80_y_mas,densidad_poblacional,hacinamiento,inmigrantes,idse,ips,indice_ruralidad
13402,1,14,12.221705383934841,5.107578369405605,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
13402,1,15,9.850329712425097,7.022920257932708,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
13402,1,16,7.798177689003201,7.205333771125765,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
13402,1,17,9.029468903056339,9.029468903056339,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
13402,1,18,10.53438038689906,3.648270263861147,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
13402,1,19,8.20860809368758,5.928439178774364,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
13402,1,20,6.794903366441385,6.931713501336179,3.693873642159411,Buin,0,0,0,0,66360,5832,7451,6878,7064,7351,8365,7811,7358,6757,6413,6120,5356,3894,2895,2225,1460,1623,505.19,3.1,1478,639.0,75.77,43.26
2201,1,1,8.432456287827842,51.80312710154674,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,2,29.579270342972432,48.12542030934768,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,3,50.410852387357096,38.983691997310025,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,4,44.81548419636853,35.305985205110964,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,5,39.35146267652992,24.588096839273707,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,6,34.62298251513114,18.335995292535305,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,7,23.537323470073975,14.132901815736382,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,8,20.805312710154674,10.717888365837256,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,9,16.103101882985875,10.297579018157363,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,10,14.92098184263618,9.667114996637526,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
2201,1,11,13.08212844653665,7.040181573638197,3.3887441156691325,Calama,0,1,1,0,116291,9826,12583,11909,11896,12604,15258,14404,13728,12820,11052,10606,8788,6545,4266,3006,1734,1813,12.25,2.89,18097,717.0,,40.74
