"effect","term","estimate","std.error","statistic"
"fixed","(Intercept)",1.05669467102199,0.282135881038171,3.74533954041467
"fixed","puerto",0.537105230830595,0.179609823368974,2.99040008367035
"fixed","indice_ruralidad",-1.3297451779192,0.400029455265687,-3.32411816283884
"fixed","pvcl1",0.247329420812235,0.171782610163183,1.43978148065911
"fixed","semana",0.261856969905841,0.0416832568995206,6.28206597524419
"fixed","semana2",-0.0148942882409998,0.00204716638351992,-7.27556312027279
